event_id,customer_id,event_type,event_timestamp,channel,utm_source,utm_campaign,page_url
EV0000732,C0128,page_view,2024-08-21 08:22:01,tiktok,tiktok,lancamento_salmao,/receitas
EV0000733,C0128,email_open,2024-08-22 02:25:36,google_ads,google_ads,black_friday_2023,
EV0000734,C0128,first_purchase,2024-08-22 19:10:18,referral,referral,brand_top_funnel,
EV0000735,C0129,page_view,2024-08-05 03:21:02,google_ads,google_ads,lancamento_polvo,/produtos/atum-vegetal
EV0000736,C0129,page_view,2024-08-05 16:15:17,email,email,veganeiro_2024,/produtos/atum-vegetal
EV0000737,C0129,page_view,2024-08-06 05:38:24,tiktok,tiktok,semana_santa_2023,/produtos
EV0000738,C0130,page_view,2023-04-16 03:06:16,instagram,instagram,,/produtos/salmao-vegetal
EV0000739,C0130,page_view,2023-04-16 03:31:12,email,email,brand_top_funnel,/onde-comprar
EV0000740,C0130,page_view,2023-04-16 20:38:42,instagram,instagram,brand_top_funnel,/produtos/atum-vegetal
EV0000741,C0130,signup,2023-04-18 11:06:34,linkedin,linkedin,,
EV0000742,C0130,email_open,2023-04-19 22:05:42,tiktok,tiktok,natal_2022,
EV0000743,C0130,email_click,2023-04-20 02:18:25,linkedin,linkedin,veganeiro_2024,
EV0000744,C0130,repeat_purchase,2023-04-21 20:51:38,email,email,veganeiro_2024,
EV0000745,C0130,repeat_purchase,2023-04-22 22:31:25,instagram,instagram,,
EV0000746,C0131,page_view,2022-03-19 02:46:22,google_ads,google_ads,lancamento_polvo,/produtos
EV0000747,C0131,page_view,2022-03-21 02:02:07,tiktok,tiktok,semana_santa_2023,/receitas
EV0000748,C0131,email_open,2022-03-22 10:31:27,tiktok,,black_friday_2023,
EV0000749,C0131,signup,2022-03-23 23:07:20,referral,,natal_2022,
EV0000750,C0131,demo_request,2022-03-25 13:17:55,organic,organic,veganeiro_jan,
EV0000751,C0132,page_view,2024-10-25 09:46:50,organic,organic,black_friday_2023,/produtos
EV0000752,C0132,page_view,2024-10-26 04:23:34,instagram,instagram,brand_top_funnel,/sobre
EV0000753,C0132,page_view,2024-10-26 09:23:24,organic,organic,lancamento_polvo,/receitas
EV0000754,C0132,signup,2024-10-27 23:57:07,organic,organic,lancamento_salmao,
EV0000755,C0133,page_view,2023-10-07 02:05:17,referral,referral,black_friday_2023,/
EV0000756,C0133,page_view,2023-10-08 07:19:27,email,email,lancamento_salmao,/para-empresas
EV0000757,C0133,page_view,2023-10-09 15:48:54,referral,referral,,/produtos/atum-vegetal
EV0000758,C0134,page_view,2023-07-03 01:04:51,linkedin,linkedin,natal_2022,/produtos/atum-vegetal
EV0000759,C0134,page_view,2023-07-04 14:03:24,instagram,instagram,,/sobre
EV0000760,C0134,page_view,2023-07-05 17:15:12,referral,referral,lancamento_polvo,/sobre
EV0000761,C0134,email_open,2023-07-07 12:52:59,referral,referral,natal_2022,
EV0000762,C0134,email_open,2023-07-08 15:20:18,referral,referral,semana_santa_2023,
EV0000763,C0134,email_click,2023-07-10 15:16:48,google_ads,google_ads,brand_awareness_q1,
EV0000764,C0134,demo_request,2023-07-11 10:47:04,linkedin,linkedin,brand_top_funnel,
EV0000765,C0134,repeat_purchase,2023-07-13 02:27:29,email,email,semana_santa_2022,
EV0000766,C0134,repeat_purchase,2023-07-13 15:56:40,instagram,instagram,,
EV0000767,C0135,page_view,2024-04-24 08:29:57,instagram,instagram,brand_top_funnel,/
EV0000768,C0135,page_view,2024-04-26 00:18:27,email,email,semana_santa_2023,/blog/peixe-vegetal-e-saudavel
EV0000769,C0135,email_open,2024-04-26 14:05:43,email,email,,
EV0000770,C0136,page_view,2022-03-04 06:43:09,instagram,instagram,,/para-empresas
EV0000771,C0136,page_view,2022-03-05 20:54:33,instagram,instagram,natal_2022,/contato
EV0000772,C0136,page_view,2022-03-07 15:48:39,tiktok,tiktok,brand_top_funnel,/contato
EV0000773,C0136,signup,2022-03-09 10:10:04,referral,referral,,
EV0000774,C0136,email_open,2022-03-11 07:42:54,google_ads,google_ads,natal_2022,
EV0000775,C0136,email_click,2022-03-12 10:45:43,referral,referral,,
EV0000776,C0136,first_purchase,2022-03-13 18:48:12,tiktok,tiktok,,
EV0000777,C0137,page_view,2024-03-26 09:53:01,email,email,,/produtos
EV0000778,C0137,page_view,2024-03-27 11:59:47,instagram,instagram,,/blog/peixe-vegetal-e-saudavel
EV0000779,C0137,page_view,2024-03-28 19:47:30,organic,,veganeiro_jan,/blog/peixe-vegetal-e-saudavel
EV0000780,C0137,email_open,2024-03-30 11:24:42,organic,organic,veganeiro_jan,
EV0000781,C0137,signup,2024-03-30 12:54:45,organic,organic,veganeiro_2024,
EV0000782,C0138,page_view,2022-07-06 00:56:17,google_ads,google_ads,brand_top_funnel,/receitas
EV0000783,C0138,page_view,2022-07-07 03:21:02,email,email,,/contato
EV0000784,C0138,page_view,2022-07-07 19:42:17,referral,referral,semana_santa_2023,/receitas
EV0000785,C0138,email_open,2022-07-07 23:32:55,linkedin,linkedin,,
EV0000786,C0138,signup,2022-07-08 04:56:56,google_ads,google_ads,veganeiro_2024,
EV0000787,C0139,page_view,2024-06-16 20:04:04,organic,organic,semana_santa_2022,/receitas
EV0000788,C0139,page_view,2024-06-16 20:50:11,instagram,instagram,,/blog/peixe-vegetal-e-saudavel
EV0000789,C0139,email_open,2024-06-16 21:36:53,google_ads,,lancamento_salmao,
EV0000790,C0139,email_open,2024-06-17 20:01:49,organic,organic,semana_santa_2023,
EV0000791,C0139,email_click,2024-06-19 09:57:24,referral,referral,semana_santa_2023,
EV0000792,C0139,repeat_purchase,2024-06-19 10:26:12,linkedin,linkedin,semana_santa_2024,
EV0000793,C0139,repeat_purchase,2024-06-19 10:45:55,organic,organic,lancamento_salmao,
EV0000794,C0140,page_view,2023-05-18 12:52:18,referral,referral,brand_top_funnel,/produtos
EV0000795,C0140,page_view,2023-05-18 21:02:48,instagram,instagram,natal_2022,/onde-comprar
EV0000796,C0140,email_open,2023-05-20 07:43:13,google_ads,google_ads,lancamento_salmao,
EV0000797,C0140,email_open,2023-05-21 07:45:00,referral,referral,brand_awareness_q1,
EV0000798,C0140,email_click,2023-05-22 18:38:54,email,email,natal_2022,
EV0000799,C0140,first_purchase,2023-05-23 21:15:04,google_ads,,semana_santa_2024,
EV0000800,C0141,page_view,2022-06-21 23:43:40,organic,organic,veganeiro_2024,/onde-comprar
EV0000801,C0141,page_view,2022-06-22 19:06:43,instagram,,veganeiro_2024,/produtos/salmao-vegetal
EV0000802,C0141,email_open,2022-06-23 06:36:13,google_ads,google_ads,lancamento_polvo,
EV0000803,C0142,page_view,2023-08-28 06:19:26,organic,organic,,/produtos/atum-vegetal
EV0000804,C0142,page_view,2023-08-29 20:24:31,tiktok,tiktok,,/para-empresas
EV0000805,C0142,page_view,2023-08-31 14:59:28,email,email,semana_santa_2024,/receitas
EV0000806,C0142,email_open,2023-08-31 20:59:11,email,email,,
EV0000807,C0142,signup,2023-09-01 05:24:27,email,email,,
EV0000808,C0142,first_purchase,2023-09-02 23:11:36,organic,organic,,
EV0000809,C0142,repeat_purchase,2023-09-03 01:44:50,instagram,instagram,natal_2022,
EV0000810,C0142,repeat_purchase,2023-09-03 02:58:22,google_ads,google_ads,semana_santa_2022,
EV0000811,C0143,page_view,2022-04-06 04:29:06,referral,referral,,/produtos/atum-vegetal
EV0000812,C0143,page_view,2022-04-07 17:41:54,email,,veganeiro_2024,/onde-comprar
EV0000813,C0143,page_view,2022-04-07 19:17:49,referral,referral,semana_santa_2023,/blog/peixe-vegetal-e-saudavel
EV0000814,C0143,first_purchase,2022-04-08 19:27:31,organic,organic,,
EV0000815,C0143,repeat_purchase,2022-04-10 17:12:42,email,,semana_santa_2023,
EV0000816,C0143,repeat_purchase,2022-04-11 01:42:54,linkedin,linkedin,,
EV0000817,C0144,page_view,2023-07-12 07:06:50,google_ads,google_ads,,/para-empresas
EV0000818,C0144,page_view,2023-07-12 14:06:58,referral,referral,,/sobre
EV0000819,C0144,email_open,2023-07-12 15:03:11,organic,organic,black_friday_2023,
EV0000820,C0144,signup,2023-07-12 20:42:59,google_ads,google_ads,brand_awareness_q1,
EV0000821,C0144,email_open,2023-07-13 04:42:51,instagram,instagram,black_friday_2023,
EV0000822,C0144,email_click,2023-07-13 11:21:35,referral,referral,brand_awareness_q1,
EV0000823,C0145,page_view,2023-06-29 13:05:50,referral,referral,semana_santa_2024,/receitas
EV0000824,C0145,page_view,2023-06-29 15:34:38,organic,organic,lancamento_polvo,/produtos
EV0000825,C0145,page_view,2023-06-30 09:35:09,tiktok,tiktok,lancamento_salmao,/
EV0000826,C0145,repeat_purchase,2023-07-01 16:18:25,email,email,brand_top_funnel,
EV0000827,C0145,repeat_purchase,2023-07-02 13:51:18,email,email,,
EV0000828,C0146,page_view,2022-11-04 04:28:23,linkedin,linkedin,natal_2022,/sobre
EV0000829,C0146,page_view,2022-11-06 03:29:03,tiktok,,brand_awareness_q1,/onde-comprar
EV0000830,C0146,page_view,2022-11-06 15:29:14,email,email,,/produtos/atum-vegetal
EV0000831,C0146,email_open,2022-11-07 04:18:33,google_ads,google_ads,semana_santa_2024,
EV0000832,C0146,signup,2022-11-07 13:40:24,email,email,,
EV0000833,C0147,page_view,2023-08-15 13:28:20,tiktok,tiktok,veganeiro_2024,/onde-comprar
EV0000834,C0147,page_view,2023-08-16 17:19:16,organic,organic,,/contato
EV0000835,C0147,page_view,2023-08-17 10:26:52,organic,organic,brand_awareness_q1,/para-empresas
EV0000836,C0147,email_open,2023-08-18 16:42:35,linkedin,linkedin,,
EV0000837,C0147,signup,2023-08-20 13:03:35,linkedin,linkedin,semana_santa_2024,
EV0000838,C0148,page_view,2023-09-08 08:42:43,referral,referral,brand_awareness_q1,/
EV0000839,C0148,page_view,2023-09-10 04:46:37,organic,organic,,/para-empresas
EV0000840,C0148,page_view,2023-09-10 12:52:54,instagram,instagram,lancamento_salmao,/produtos
EV0000841,C0148,signup,2023-09-10 15:21:16,google_ads,google_ads,,
EV0000842,C0148,demo_request,2023-09-11 17:29:44,referral,referral,,
EV0000843,C0149,page_view,2024-01-16 18:37:22,tiktok,tiktok,lancamento_polvo,/receitas
EV0000844,C0149,page_view,2024-01-17 17:15:31,linkedin,linkedin,,/contato
EV0000845,C0149,signup,2024-01-18 09:56:28,referral,referral,veganeiro_jan,
EV0000846,C0149,email_open,2024-01-19 23:36:38,instagram,instagram,natal_2022,
EV0000847,C0149,email_click,2024-01-20 00:54:26,tiktok,tiktok,brand_awareness_q1,
EV0000848,C0149,first_purchase,2024-01-20 07:54:32,linkedin,linkedin,,
EV0000849,C0150,page_view,2022-02-17 06:11:25,instagram,instagram,lancamento_polvo,/produtos/atum-vegetal
EV0000850,C0150,page_view,2022-02-18 21:42:59,organic,organic,veganeiro_jan,/
EV0000851,C0150,email_open,2022-02-20 00:58:19,instagram,instagram,lancamento_polvo,
EV0000852,C0150,signup,2022-02-20 05:57:45,instagram,instagram,veganeiro_jan,
EV0000853,C0150,email_open,2022-02-20 16:16:01,tiktok,tiktok,lancamento_salmao,
EV0000854,C0150,email_click,2022-02-22 15:18:11,google_ads,google_ads,brand_awareness_q1,
EV0000855,C0150,demo_request,2022-02-23 14:21:18,google_ads,google_ads,semana_santa_2024,
EV0000856,C0150,first_purchase,2022-02-24 09:02:03,referral,referral,black_friday_2023,
EV0000857,C0150,repeat_purchase,2022-02-25 05:48:22,email,email,semana_santa_2023,
EV0000858,C0150,repeat_purchase,2022-02-26 13:59:13,tiktok,tiktok,natal_2022,
EV0000859,C0151,page_view,2024-07-12 10:29:55,tiktok,tiktok,,/sobre
EV0000860,C0151,page_view,2024-07-12 20:38:59,linkedin,linkedin,,/contato
EV0000861,C0151,page_view,2024-07-14 07:11:36,email,email,semana_santa_2024,/blog/peixe-vegetal-e-saudavel
EV0000862,C0151,email_open,2024-07-15 14:28:35,instagram,instagram,lancamento_salmao,
EV0000863,C0151,signup,2024-07-16 13:50:02,instagram,instagram,,
EV0000864,C0151,email_open,2024-07-17 09:13:47,tiktok,tiktok,,
EV0000865,C0151,email_click,2024-07-19 06:05:44,referral,referral,semana_santa_2022,
EV0000866,C0151,demo_request,2024-07-19 09:01:52,instagram,instagram,black_friday_2023,
EV0000867,C0152,page_view,2023-09-08 01:22:39,referral,referral,natal_2022,/produtos/salmao-vegetal
EV0000868,C0152,page_view,2023-09-09 13:10:26,tiktok,tiktok,lancamento_salmao,/contato
EV0000869,C0152,page_view,2023-09-09 18:07:29,organic,,veganeiro_2024,/produtos
EV0000870,C0152,email_open,2023-09-09 21:35:38,referral,referral,,
EV0000871,C0152,email_open,2023-09-11 08:05:25,linkedin,linkedin,brand_top_funnel,
EV0000872,C0152,email_click,2023-09-11 10:13:43,google_ads,google_ads,,
EV0000873,C0152,repeat_purchase,2023-09-12 02:43:26,google_ads,,lancamento_polvo,
EV0000874,C0152,repeat_purchase,2023-09-12 07:36:56,linkedin,linkedin,,
EV0000875,C0153,page_view,2023-11-23 23:01:26,referral,referral,,/blog/peixe-vegetal-e-saudavel
EV0000876,C0153,page_view,2023-11-25 10:37:23,tiktok,tiktok,natal_2022,/para-empresas
EV0000877,C0154,page_view,2023-07-12 10:41:59,instagram,instagram,veganeiro_jan,/
EV0000878,C0154,page_view,2023-07-13 22:15:59,linkedin,linkedin,,/onde-comprar
EV0000879,C0154,signup,2023-07-15 17:35:47,email,email,,
EV0000880,C0154,first_purchase,2023-07-16 12:08:05,google_ads,google_ads,semana_santa_2023,
EV0000881,C0154,repeat_purchase,2023-07-17 02:16:19,referral,referral,semana_santa_2023,
EV0000882,C0154,repeat_purchase,2023-07-18 10:24:39,organic,organic,lancamento_polvo,
EV0000883,C0155,page_view,2023-05-18 22:16:21,tiktok,tiktok,,/produtos/salmao-vegetal
EV0000884,C0155,page_view,2023-05-19 12:46:05,google_ads,google_ads,semana_santa_2024,/produtos/salmao-vegetal
EV0000885,C0155,page_view,2023-05-20 21:54:42,google_ads,google_ads,semana_santa_2024,/produtos
EV0000886,C0155,email_open,2023-05-22 21:11:43,email,email,brand_awareness_q1,
EV0000887,C0155,demo_request,2023-05-24 16:25:33,instagram,instagram,black_friday_2023,
EV0000888,C0156,page_view,2022-10-22 23:41:26,email,email,brand_awareness_q1,/blog/peixe-vegetal-e-saudavel
EV0000889,C0156,page_view,2022-10-24 12:16:15,instagram,instagram,black_friday_2023,/blog/peixe-vegetal-e-saudavel
EV0000890,C0156,page_view,2022-10-25 20:01:53,google_ads,google_ads,brand_awareness_q1,/onde-comprar
EV0000891,C0156,email_open,2022-10-26 06:40:22,linkedin,linkedin,semana_santa_2022,
EV0000892,C0156,signup,2022-10-26 18:14:31,google_ads,google_ads,lancamento_polvo,
EV0000893,C0157,page_view,2023-09-13 11:47:56,instagram,instagram,,/
EV0000894,C0157,page_view,2023-09-15 11:14:11,organic,organic,brand_top_funnel,/produtos/atum-vegetal
EV0000895,C0157,email_open,2023-09-17 09:48:23,email,,brand_awareness_q1,
EV0000896,C0157,signup,2023-09-19 05:04:03,referral,referral,lancamento_salmao,
EV0000897,C0158,page_view,2023-07-31 18:19:57,linkedin,linkedin,,/produtos/atum-vegetal
EV0000898,C0158,page_view,2023-08-02 04:48:24,linkedin,linkedin,brand_awareness_q1,/sobre
EV0000899,C0158,page_view,2023-08-03 07:39:04,organic,organic,semana_santa_2023,/produtos/atum-vegetal
EV0000900,C0158,signup,2023-08-04 17:56:32,instagram,instagram,semana_santa_2022,
EV0000901,C0158,first_purchase,2023-08-05 22:50:44,google_ads,google_ads,black_friday_2023,
EV0000902,C0158,repeat_purchase,2023-08-07 12:42:34,instagram,instagram,semana_santa_2024,
EV0000903,C0158,repeat_purchase,2023-08-09 09:15:55,tiktok,tiktok,brand_awareness_q1,
EV0000904,C0159,page_view,2022-09-23 23:08:39,instagram,instagram,veganeiro_jan,/onde-comprar
EV0000905,C0159,page_view,2022-09-25 18:53:32,google_ads,google_ads,brand_top_funnel,/para-empresas
EV0000906,C0159,email_open,2022-09-27 10:52:13,instagram,instagram,,
EV0000907,C0159,signup,2022-09-29 07:01:52,email,email,brand_top_funnel,
EV0000908,C0159,demo_request,2022-10-01 04:01:38,instagram,instagram,lancamento_salmao,
EV0000909,C0159,first_purchase,2022-10-01 17:18:43,email,email,lancamento_salmao,
EV0000910,C0160,page_view,2024-02-03 02:29:24,organic,organic,veganeiro_jan,/contato
EV0000911,C0160,page_view,2024-02-04 04:40:59,tiktok,tiktok,,/produtos/atum-vegetal
EV0000912,C0160,email_open,2024-02-05 07:22:20,instagram,,,
EV0000913,C0160,signup,2024-02-06 05:08:50,google_ads,google_ads,semana_santa_2022,
EV0000914,C0160,email_open,2024-02-07 10:46:28,tiktok,tiktok,semana_santa_2022,
EV0000915,C0160,email_click,2024-02-07 16:19:20,instagram,instagram,semana_santa_2024,
EV0000916,C0160,first_purchase,2024-02-08 11:25:09,linkedin,linkedin,lancamento_polvo,
EV0000917,C0161,page_view,2024-07-12 06:00:55,google_ads,google_ads,black_friday_2023,/receitas
EV0000918,C0161,page_view,2024-07-12 17:17:24,email,email,,/produtos/salmao-vegetal
EV0000919,C0161,signup,2024-07-13 02:17:14,instagram,instagram,,
EV0000920,C0161,first_purchase,2024-07-14 11:14:29,instagram,instagram,lancamento_polvo,
EV0000921,C0161,repeat_purchase,2024-07-15 16:26:16,referral,referral,,
EV0000922,C0161,repeat_purchase,2024-07-15 17:54:51,google_ads,google_ads,brand_awareness_q1,
EV0000923,C0162,page_view,2024-04-28 02:58:54,instagram,instagram,semana_santa_2022,/blog/peixe-vegetal-e-saudavel
EV0000924,C0162,page_view,2024-04-29 06:03:17,email,,veganeiro_2024,/receitas
EV0000925,C0162,email_open,2024-04-30 09:48:59,organic,organic,brand_awareness_q1,
EV0000926,C0162,email_click,2024-05-01 13:53:09,referral,referral,veganeiro_jan,
EV0000927,C0162,first_purchase,2024-05-03 05:30:46,email,,veganeiro_2024,
EV0000928,C0163,page_view,2023-01-01 01:10:39,instagram,instagram,veganeiro_2024,/
EV0000929,C0163,page_view,2023-01-01 13:17:25,tiktok,tiktok,,/contato
EV0000930,C0163,email_open,2023-01-02 11:08:13,google_ads,google_ads,,
EV0000931,C0164,page_view,2023-01-27 01:06:48,organic,organic,lancamento_polvo,/
EV0000932,C0164,page_view,2023-01-28 12:55:55,google_ads,google_ads,brand_top_funnel,/receitas
EV0000933,C0164,page_view,2023-01-30 04:45:59,google_ads,google_ads,veganeiro_jan,/contato
EV0000934,C0164,email_open,2023-01-30 09:34:02,instagram,instagram,veganeiro_2024,
EV0000935,C0165,page_view,2022-04-25 03:44:08,organic,organic,,/contato
EV0000936,C0165,page_view,2022-04-26 06:18:27,referral,referral,,/contato
EV0000937,C0165,page_view,2022-04-27 02:56:48,tiktok,tiktok,lancamento_polvo,/produtos/salmao-vegetal
EV0000938,C0165,signup,2022-04-28 20:25:25,tiktok,tiktok,veganeiro_2024,
EV0000939,C0165,demo_request,2022-04-29 06:48:18,instagram,instagram,,
EV0000940,C0165,first_purchase,2022-05-01 04:54:59,google_ads,google_ads,semana_santa_2023,
EV0000941,C0166,page_view,2023-12-22 07:18:19,linkedin,linkedin,,/contato
EV0000942,C0166,page_view,2023-12-23 20:22:57,referral,referral,,/receitas
EV0000943,C0166,page_view,2023-12-25 18:37:34,referral,referral,natal_2022,/contato
EV0000944,C0166,signup,2023-12-25 21:52:00,organic,organic,black_friday_2023,
EV0000945,C0166,email_open,2023-12-27 12:56:15,linkedin,linkedin,semana_santa_2023,
EV0000946,C0166,email_click,2023-12-28 17:49:11,referral,referral,lancamento_polvo,
EV0000947,C0166,first_purchase,2023-12-29 20:09:25,instagram,instagram,veganeiro_2024,
EV0000948,C0167,page_view,2023-09-18 21:19:05,google_ads,google_ads,veganeiro_jan,/onde-comprar
EV0000949,C0167,page_view,2023-09-19 16:58:18,google_ads,google_ads,,/produtos/atum-vegetal
EV0000950,C0167,page_view,2023-09-21 07:39:50,tiktok,tiktok,,/produtos/salmao-vegetal
EV0000951,C0167,email_open,2023-09-22 07:15:20,instagram,instagram,lancamento_salmao,
EV0000952,C0167,first_purchase,2023-09-23 10:08:02,linkedin,linkedin,,
EV0000953,C0168,page_view,2022-12-15 02:43:06,tiktok,tiktok,lancamento_salmao,/
EV0000954,C0168,page_view,2022-12-15 17:38:42,tiktok,tiktok,black_friday_2023,/onde-comprar
EV0000955,C0168,page_view,2022-12-17 14:42:42,linkedin,linkedin,black_friday_2023,/produtos/atum-vegetal
EV0000956,C0168,signup,2022-12-18 19:51:22,google_ads,google_ads,semana_santa_2024,
EV0000957,C0168,first_purchase,2022-12-19 11:22:01,tiktok,tiktok,black_friday_2023,
EV0000958,C0169,page_view,2024-07-14 02:27:45,email,email,brand_top_funnel,/contato
EV0000959,C0169,page_view,2024-07-14 21:17:27,linkedin,linkedin,black_friday_2023,/produtos
EV0000960,C0169,page_view,2024-07-16 08:18:40,referral,referral,brand_top_funnel,/onde-comprar
EV0000961,C0169,email_open,2024-07-16 10:44:07,email,email,natal_2022,
EV0000962,C0169,email_open,2024-07-17 06:58:46,linkedin,,veganeiro_2024,
EV0000963,C0169,email_click,2024-07-18 20:12:45,google_ads,google_ads,,
EV0000964,C0169,repeat_purchase,2024-07-19 20:09:10,email,email,lancamento_salmao,
EV0000965,C0169,repeat_purchase,2024-07-20 11:30:46,organic,organic,brand_top_funnel,
EV0000966,C0170,page_view,2022-10-08 18:18:41,instagram,instagram,,/para-empresas
EV0000967,C0170,page_view,2022-10-09 03:59:49,referral,referral,,/onde-comprar
EV0000968,C0170,page_view,2022-10-09 06:30:31,organic,organic,brand_awareness_q1,/
EV0000969,C0170,email_open,2022-10-11 01:35:48,email,email,black_friday_2023,
EV0000970,C0170,signup,2022-10-11 05:12:32,email,email,veganeiro_2024,
EV0000971,C0170,email_open,2022-10-13 04:25:26,tiktok,tiktok,brand_awareness_q1,
EV0000972,C0170,email_click,2022-10-13 14:54:37,linkedin,linkedin,,
EV0000973,C0171,page_view,2022-01-09 17:27:48,organic,organic,veganeiro_2024,/receitas
EV0000974,C0171,page_view,2022-01-11 16:36:05,google_ads,google_ads,semana_santa_2024,/contato
EV0000975,C0171,page_view,2022-01-11 18:31:05,google_ads,google_ads,lancamento_salmao,/produtos/atum-vegetal
EV0000976,C0171,email_open,2022-01-13 12:28:02,instagram,instagram,brand_top_funnel,
EV0000977,C0171,signup,2022-01-13 21:32:46,referral,referral,brand_top_funnel,
EV0000978,C0172,page_view,2023-02-14 10:17:45,google_ads,google_ads,,/onde-comprar
EV0000979,C0172,page_view,2023-02-15 04:43:32,instagram,instagram,veganeiro_jan,/produtos/atum-vegetal
EV0000980,C0172,page_view,2023-02-16 16:47:32,instagram,instagram,natal_2022,/produtos/atum-vegetal
EV0000981,C0172,email_open,2023-02-17 02:44:21,email,email,lancamento_salmao,
EV0000982,C0172,signup,2023-02-18 17:58:48,instagram,instagram,lancamento_salmao,
EV0000983,C0172,email_open,2023-02-19 23:07:40,organic,organic,veganeiro_2024,
EV0000984,C0172,email_click,2023-02-20 13:12:22,email,email,semana_santa_2022,
EV0000985,C0173,page_view,2022-08-21 22:26:32,instagram,instagram,semana_santa_2023,/produtos/atum-vegetal
EV0000986,C0173,page_view,2022-08-22 11:02:13,google_ads,google_ads,natal_2022,/blog/peixe-vegetal-e-saudavel
EV0000987,C0173,page_view,2022-08-23 15:41:19,referral,referral,natal_2022,/para-empresas
EV0000988,C0173,email_open,2022-08-24 17:10:16,instagram,instagram,semana_santa_2023,
EV0000989,C0173,first_purchase,2022-08-26 00:37:50,referral,referral,semana_santa_2022,
EV0000990,C0173,repeat_purchase,2022-08-26 05:29:46,referral,referral,natal_2022,
EV0000991,C0173,repeat_purchase,2022-08-26 06:57:53,organic,organic,semana_santa_2022,
EV0000992,C0174,page_view,2024-07-16 04:36:00,linkedin,linkedin,brand_top_funnel,/blog/peixe-vegetal-e-saudavel
EV0000993,C0174,page_view,2024-07-16 05:09:59,organic,organic,semana_santa_2022,/
EV0000994,C0174,page_view,2024-07-16 17:00:30,tiktok,tiktok,semana_santa_2024,/blog/peixe-vegetal-e-saudavel
EV0000995,C0175,page_view,2023-11-16 05:12:41,email,email,natal_2022,/para-empresas
EV0000996,C0175,page_view,2023-11-17 08:03:25,linkedin,linkedin,brand_awareness_q1,/onde-comprar
EV0000997,C0175,page_view,2023-11-18 10:17:44,email,email,semana_santa_2023,/para-empresas
EV0000998,C0175,email_open,2023-11-18 15:36:01,linkedin,linkedin,lancamento_polvo,
EV0000999,C0175,signup,2023-11-19 08:50:27,email,email,natal_2022,
EV0001000,C0175,demo_request,2023-11-20 11:24:27,tiktok,tiktok,black_friday_2023,
EV0001001,C0175,first_purchase,2023-11-21 15:10:05,organic,organic,lancamento_polvo,
EV0001002,C0175,repeat_purchase,2023-11-21 23:43:24,organic,organic,lancamento_salmao,
EV0001003,C0175,repeat_purchase,2023-11-22 00:49:00,referral,referral,veganeiro_2024,
EV0001004,C0176,page_view,2024-03-07 12:26:25,referral,referral,semana_santa_2023,/receitas
EV0001005,C0176,page_view,2024-03-08 06:58:41,referral,referral,lancamento_salmao,/produtos
EV0001006,C0176,page_view,2024-03-09 11:42:40,google_ads,google_ads,lancamento_salmao,/produtos/atum-vegetal
EV0001007,C0176,signup,2024-03-09 12:43:19,referral,referral,lancamento_polvo,
EV0001008,C0176,email_open,2024-03-11 00:38:42,email,email,natal_2022,
EV0001009,C0176,email_click,2024-03-11 11:03:09,tiktok,tiktok,semana_santa_2023,
EV0001010,C0177,page_view,2022-03-10 22:11:37,tiktok,tiktok,black_friday_2023,/para-empresas
EV0001011,C0177,page_view,2022-03-11 10:47:41,organic,organic,brand_top_funnel,/blog/peixe-vegetal-e-saudavel
EV0001012,C0177,page_view,2022-03-11 11:33:30,referral,referral,lancamento_polvo,/receitas
EV0001013,C0178,page_view,2022-11-11 14:08:38,google_ads,google_ads,,/produtos/atum-vegetal
EV0001014,C0178,page_view,2022-11-12 17:25:42,linkedin,linkedin,,/para-empresas
EV0001015,C0178,signup,2022-11-13 23:16:01,organic,organic,semana_santa_2024,
EV0001016,C0178,email_open,2022-11-15 09:45:59,tiktok,tiktok,lancamento_salmao,
EV0001017,C0178,email_click,2022-11-15 21:10:17,google_ads,google_ads,,
EV0001018,C0178,first_purchase,2022-11-16 06:12:01,linkedin,linkedin,,
EV0001019,C0179,page_view,2024-08-28 00:13:49,tiktok,tiktok,black_friday_2023,/
EV0001020,C0179,page_view,2024-08-29 10:18:27,google_ads,google_ads,,/receitas
EV0001021,C0179,email_open,2024-08-30 04:35:15,organic,organic,natal_2022,
EV0001022,C0179,email_open,2024-08-31 08:45:52,linkedin,linkedin,veganeiro_jan,
EV0001023,C0179,email_click,2024-09-01 23:16:46,tiktok,tiktok,black_friday_2023,
EV0001024,C0179,demo_request,2024-09-03 10:45:02,tiktok,tiktok,lancamento_polvo,
EV0001025,C0180,page_view,2022-12-31 10:20:52,referral,referral,brand_awareness_q1,/produtos
EV0001026,C0180,page_view,2022-12-31 14:40:33,instagram,instagram,semana_santa_2023,/receitas
EV0001027,C0180,page_view,2023-01-01 11:53:50,referral,referral,,/
EV0001028,C0180,email_open,2023-01-02 17:15:16,email,email,veganeiro_2024,
EV0001029,C0180,demo_request,2023-01-03 16:36:47,referral,,brand_awareness_q1,
EV0001030,C0180,first_purchase,2023-01-05 11:15:19,tiktok,tiktok,semana_santa_2023,
EV0001031,C0181,page_view,2022-03-16 05:31:22,google_ads,google_ads,,/sobre
EV0001032,C0181,page_view,2022-03-16 21:10:37,tiktok,tiktok,brand_top_funnel,/sobre
EV0001033,C0181,page_view,2022-03-17 04:16:31,tiktok,tiktok,semana_santa_2023,/para-empresas
